timestamp,question_id,question,pipeline_type,ontology_attributes_count,ontology_relationships_count,aql_results_length,structured_context_length,refinement_prompt_length,refined_context_length,refined_context_tokens,context_within_target_range,generation_input_length,final_answer_length,processing_time,ontology_time,refinement_time,generation_time,success_status,error_message,notes
2026-03-25T15:03:39.030966,1,"How do variations in cryospheric indicators, such as glacier retreat and sea ice extent, influence c...",1_pass_with_ontology_refined,5,0,386768,2298,0,9361,2340,False,9361,3633,30.73,3.28,21.72,5.73,success,,
2026-03-25T15:04:08.522245,2,How do cryospheric indicators compare to land surface/agriculture indicators in their sensitivity to...,1_pass_with_ontology_refined,5,0,615613,3455,0,9954,2488,False,9954,4501,29.48,3.02,19.74,6.72,success,,
