timestamp,question_id,question,pipeline_type,ontology_attributes_count,ontology_relationships_count,aql_results_length,structured_context_length,refinement_prompt_length,refined_context_length,refined_context_tokens,context_within_target_range,generation_input_length,final_answer_length,processing_time,ontology_time,refinement_time,generation_time,success_status,error_message,notes
2026-03-25T14:22:29.452596,1,What are the main applications of SAR imagery in Earth Observation?,1_pass_with_ontology_refined,0,0,32,107,0,6746,1686,True,6746,4241,15.39,0.00,9.73,5.66,success,,Refined pipeline with no relationships
2026-03-25T14:22:41.415769,2,How does NDVI help in agricultural monitoring?,1_pass_with_ontology_refined,0,0,27,107,0,5279,1319,False,5279,3009,11.96,0.00,7.53,4.43,success,,Refined pipeline with no relationships
